review,BUL,IT,HR,PM,lead,dong_nghiep,luong_thuong,CSVC,tang_ca,nghi_phep,thoi_viec,bao_hiem,ho_tro_#,cong_viec,dao_tao
"làm việc với nhiều dự án quốc tế, cty world class. cơ sở trang thiết bị hiện đại, các ct đào tạo các ccqt thì quanh năm suốt tháng, thi đậu được hoàn tiền. tuy nhiên lương thấp và tăng ca sml",0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0
"Thủ tục với quy trình phức tạp và không linh động. Lương thì chỉ đóng trên mức cơ bản, không đóng trên lương thực nhận. Không tính OT nên không hài lòng. Cần phải tính OT cho nhận viên.",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Khi xin nghỉ, mình khá buồn vì thái độ của phía HR ko được nice, dù mình đã rất thành thật và chấp nhận mọi sắp xếp của cty. Mình tự hỏi có phải vì người ta thường lừa dối nhau nên khi gặp người nói thật họ sẽ ko tin?",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
"Phúc lợi tốt cho nhân viên mới (Mức lương tốt với nhân viên mới có thể cao hơn or bằng mới mặt bằng chung), phúc lợi tệ cho nhân viên có thâm niên (Càng ở lâu lương càng thấp với thị trường)",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sinh viên mới ra trường chưa có kinh nghiệp nên vào để học tập, tuy là lương khá thấp",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
"chế độ cho nhân viên chính thức đầy đủ đãi ngộ, môi trường làm việc hiện đại, tác phong chuyên nghiệp và văn minh",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
"Sếp khá hay tấu hài trong giờ làm, tăng độ giải trí trong công việc vl",5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
"nhân viên fresher mới vào làm thì ok đó, được học khá nhiều thứ mới mẻ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Nhiều dự án lớn. Lò luyện cho những Junior lên Senior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
"Network ở FPT khá ổn, không bị chặn nhiều như các cty bên ngoài",0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
canteen FSOFT nấu dở,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"nói chung là rất ổn, vui",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mấy em gái phòng nhân sự trông khá trẻ trung và năng động. tuy nhiên phần xử lý công việc lại khá cứng nhắc,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"thời gian đi lại quá lâu, ảnh hưởng công việc lẫn cuộc sống cá nhân",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Môi trường làm việc vui vẻ. Công ty rộng rãi, vui vẻ, hòa đồng. Chu đáo với nhân viên.",4.0,0.0,0.0,4.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0
"tuy rằng lương khá thấp và hợp đồng lương còn nhiều điểm bất cập không hợp lý, nhưng vào đây cũng học được khá nhiều thứ đấy chứ - Kỹ năng: dùng Git, xử lý conflict, học coding convention, cách viết toll, tạo/bỏ/rebase pull req,..- Ngoại ngữ: có cơ hội discuss với khách hàng, vào fpt cũng cần có nền tiếng Anh sẵn rồi, vào đây đươciếp xúc với thực hành tiếng anh khá nhiều - Công nghệ: Đối tác phần lớn từ châu Âu nên cập nhật công nghệ khá nhanh - Kinh nghiệm: được outsource nhiều, nên vào đây cái gì bạn cũng sẽ biết một chút, sau này có đi xin ở các công ty khác sẽ thuận lợi hơn rất nhiều",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
"thằng Tuấn Thạch quê ở Đắc Nông Đắc Lắc gì đó rất là xạo lồn. Làm trái ngành, thiếu kiến thức nền tảng mà cứ xạo lồn như là giỏi lắm. Thằng phế vật.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"mấy chị HR mặn mòi, nhưng hơi già",0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IT thì đẩy việc cho nhau, ăn nói cục súc; còn leader bên bọn GAM với skywise thì dở ẹc",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lương thưởng khá cao nhưng công việc stress và nhiều khi muốn chửi thề bằng 8 thứ tiếng,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
"Trả tiền lương chậm, lại còn quy đổi này nọ tốn thời gian chả hiểu giữ tiền nhân viên làm gì",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
làm việc OT và public holiday không được thưởng. không có quá nhiều thứ để tiếp thu sau khi làm việc hơn 1 năm,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
"mỗi năm chỉ có tối đa 12 ngày phép. đi làm thì OT triền miên suốt tháng nên có dùng hết đâu, đã vậy còn không cho chuyển số ngày đó thành tiền. Bóc lột sức lao động vãi loz",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
"công việc không ổn định, thường xuyên thay đổi nhân sự từ project này sang project khác",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"tiền hỗ trợ đi onsite ở một số nơi chưa hợp lý (nv thường phải trả thêm rất nhiều), đã vậy quy trình bên nhân sự hơi rườm rà khó chịu",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
"HR, PM và BUL thiếu kinh nghiệm làm việc và quản lý",1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Công ty thấy cũng bình thường thôi được cái năm nào lễ cúng cô hồn cũng có heo quay để ăn, mới đầu không biết tưởng đi nhầm Việt Nam Quốc Tự.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
"là fresher thôi mà việc nhiều vãi l, dev1 là 8tr, auto 3,4 tháng luôn í 🙂 việc nhiều đến mức người iu em bỏ em luôn gòy các bác ạ 🙂 cùng với các trải nghiệm vừa ra trường, gồng gánh team các thứ, chính sách bóc nột sức naoooo độngggg",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Phúc lợi ở mức độ vừa phải, một số dự án OT nhiều do thiếu senior. ",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0
"Bãi xe rộng, Sếp thân thiện. Mọi người hòa đồng vui vẻ, Bảo hiểm cũng ok",5.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"công việc stress vl, được cái là PM vui tính, hay tấu hài nên cũng đỡ",0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
thức ăn ở canteen quá dở,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"team-work khá ok, PM và lead làm việc chu đáo, nghiêm túc. các thành viên khác cũng rất đoàn kết và ăn ý",0.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
"HR xạo lờ, range lương ảo. Nào là 2k-2k5 NET, thực chất max có 35 gross, phí thời gian ứng viên đi phỏng vấn & chờ đợi.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tôi vô cùng hài lòng với nơi này,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0
"Fsoft bây giờ đã khác xưa rất nhiều. Benefit đầy đủ từ bảo hiểm cho cả nhà, được ưu đãi mua chung cư Ehome giá rẻ, bonus 1 năm 2 lần , mỗi lần cũng vài tháng lương. Có cả 1 tuần nghỉ riêng để đi chơi. Rất nhiều cấp bậc để được thăng chứ. Tóm lại cty k có gì để phải phàn nàn cả.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
"Cấp máy tính xịn, wifi mạnh. văn phòng đẹp, văn hóa hoạt đông nhiều",0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
network lúc nào cũng như con cặt ảnh hưởng cả công việc mà đéo khắc phục xong,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
xử lý thôi việc chậm chạp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
job ổn nhưng khá buồn chán vì ít hoạt động phong trào vui chơi giải trí,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0
"Hiểu biết đúng đắn về quy trình làm phần mềm. Có cơ hội để upgrade knowledge, thực sự có cơ hội thăng tiến lên leader (PM hoặc tech lead) nếu làm lâu.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
"Fsoft năm nay điều chỉnh lương rồi. Fresher đã là 12tr. Dev 2 năm ex trên 20tr rồii. Sernior dev tầm 40-60 gorss, chưa tính thưởng dự án 1 năm thêm 100 - 200tr. Môi trường thì đông vui, tốt hơn xưa nhiều.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
lương có 9tr thôi thì sống thế đéo nào? tuần nào cũng tăng ca 1-2 lần mà lương vẫn vậy,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Các dự án Nhật dùng công nghệ quá cũ. OT liên miên. Lương thấp so với mặt bằng chung,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
Lương thực thập khá là ít,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chương trình đào tạo như loz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"Tôi thấy chưa ổn là ở cách FPT Telecom kiếm nguồn KH, cần đổi phương thức tiếp cận mới mong kiếm được khách hàng",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
tuy ăn nói cục cằn thô lỗ tí nhưng HR vs dong nghiep trông khá to zà tròn,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cùng với VNG và Momo, đây đáng là nơi dưỡng già cho các Senior đầy kinh ng",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
"học hỏi được khá nhiều thứ hay ho, mới mẻ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
"đồng nghiệp khá vui tính, công việc phù hợp, ít tăng ca, được học nhiều kiến thức khá bổ ích cho dự án. trang thiết bị và máy móc thì tạm ổn",0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0
"Văn hóa công ty vui vẻ, năng động, mọi người hòa đồng và hỗ trợ nhau rất nhiệt tình. Công ty có nhiều chươngtrình hỗ trợ nhân viên học các chứng chỉ quốc tế. Có nhiều cơ hội đi onsite theo các dự án làm việc..v.v. - Mước lương khá thấp so với mặt bằng chung so với các công ty khác. Chế độ đãi ngộ chưa được tốt. Chế độ OT trả lương chưa rõ ràng, thường sẽ được quy đổi ra ngày nghỉ",0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0
Fsoft có mấy cái chính sách cho fresher ngon lắm. Trợ cấp 5tr/tháng này trả ngày 20 tháng sau. Admin ở FA thì bố láo thôi rồi. Nhỏ tuổi mà bắt ngta xưng chị. Gọi tụi nó em 1 tiếng dễ bay màu ngay. Vẽ vời nhiều lắm. HR dụ đi onsite bảo trợ cấp 170k/ngày xong kí HĐ xong bảo chị nhầm trợ cấp 70k nha em. 70k ngày ăn sáng trưa ở Hà Nội tối ra TDH làm đũy partime hả.,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
một số dự án đã yêu cầu không tắt máy nhưng vẫn bị tắt ảnh hưởng đến công việc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"lương ở đây cao lắm, cao vl luôn ấy",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Quy trình cồng kềnh, security-rule chặt nên đôi lúc gò bó",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
cty thấy nhiều phòng toàn là troai xênh gái đệp,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cần cải thiện thêm về chế độ lương thưởng. company trip ít, chỉ 1 năm một lần, trong covid thì không tổ chức luôn. OT không được trả tiền nhiều mà được cho ngày nghĩ bù nhiều, ngày này phải đến cuối năm sau mới được quy thành tiền.",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
"Một số PM hay ăn chặn tiền thưởng và thoái thoát trách nhiệm khi dự án, công việc xảy ra vấn đề",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"nghỉ giữa giờ ít quá, ngủ trưa chưa đủ giấc khi mà họp hành với ăn uống xong chỉ còn có chưa được 30p ngã lưng",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"request IT nhận được email tự động, một số vấn đề thì nhanh nhưng một vài vấn đề về mở port thì các bạn hay đá bóng",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"đồng nghiệp kém thân thiện, kém hòa đồng",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vụ nghỉ mát đc nghỉ vãi lồn. 1-3 ngày ko đi thì ko có tiền =)) còn đi phải chụp evident lại max đc từ 1-6 tuỳ vào số năm làm việc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Không phải tăng ca nhiều, trừ khi có dự án, tính lương tăng ca được tính sòng phẳng",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
"đồng nghiệp vui vẻ, hài hước và dí dỏm",0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Đầy đủ chế độ cho nhân viên chính thức, môi trường làm việc chuyên nghiệp và văn minh nhưng đi ngoài hơi nhiều",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0
"Môi trường làm việc thân thiện, công ty có nhiều người trẻ, năng động. Có nhiều các hoạt động teambuilding nâng cao sự gắn kết của CBNV.",0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
vấn đề tăng ca hay OT ở fsoft luôn là câu chuyện muôn thuở mà các man =))),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"kỷ luật cao, khá cứng nhắc và khô khan nhưng tạm được",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
"Cơ hội đi onsite cao - Môi trường làm việc thoải mái, năng động. - Văn phòng đẹp - Chế độ OT hợp lý. Đúng với luật lao động của nhà nước. Công ty xử lý mấy vụ process bên mạng, IP, server và IT nói chung đều rất chậm, mỗi lần request y như là phải van xin",0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0
"không gian chật hẹp, mất vệ sinh",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mọi thứ ở cty này đều như cái loz, như con cặc",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
"Các bộ phận khác thì hành là chính, thủ tục giấy tờ nhiều nhưng không mang lại ý nghĩa thiết thực. Các chính sách có phần độc tài. Nếu chấp nhận việc ai làm gì kệ ai thì vẫn sống tốt sống khỏe.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Welcome các bạn đến với lò đào tạo thợ code lớn nhất Việt Nam. Phù hợp cho mấy bạn chưa biết gì hoặc học trái ngành nhảy sang dev để trau dồi lấy kinh nghiệm chứ để thăng tiến trong này mà không bợ đỡ bè phái với các sếp PM BUL thì còn khuya nha. Với lại ai đang làm trong đây đừng tin lời mật ngọt hứa hẹn tăng lương của PM/ BUL. Ra ngoài gặp cựu Fsofter toàn nhận được câu “Tao hối hận vì không out Fsoft sớm hơn” :))),2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
"Văn phòng rộng rãi thoải mái. sếp tốt, rất biết quan tâm nhân viên. Trả lương đúng hạn tuy không nhiều. Team làm cho khách hàng Nhật đa số sẽ OT nhưng được trả tiền OT đầy đủ.",5.0,0.0,0.0,5.0,0.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0
"Sếp thường estimate task ko chính xác, deadline quá gần.",0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
"team-leader kiểu gì mà nói nhiều hơn làm, việc thì quá trời",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"có mấy chtr hỗ trợ nv như mua tai nghe không dây, giá đỡ laptop và xe Vinfast với giá rẻ cũng hay phết",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
"OT tùy dự án, dự án nào PM giỏi sẽ ít phải OT và ngược lại",0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
"đi làm OT nhiều hay ít thì tùy dự án với tùy PM, PM, SA hay lead tốt thì bạn sướng còn ko thì bạn khổ . lương thì cao hay thấp là tùy vị trí với ăn ở của bạn; được cái là không khí rất thân thiện và môi trường hiện đại. thỉnh thoảng học hỏi được nhiều thứ mới mẻ hay ho từ mấy dự án và các SA - mentor có kinh nghiệm",0.0,0.0,0.0,3.0,4.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0
"Được làm việc với nhiều khách hàng lớn, mở mang cơ hội giao tiếp cũng như onsite nước ngoài. Công ty cũng hỗ trợ thi chứng chỉ, lấy cert có thưởng, có rất nhiều khóa học để nâng cao trình độ chuyên môn cũng như kĩ năng mềm cho bản thân",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
"Nơi làm rất thoải mái, linh động về thời gian nhưng áp lực công việc cũng rất cao",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
"công việc nhiều áp lực, chạy đít lai xì khói đízt còn mấy kỳ CHE như mấy trò hề",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lương so với thị trường vẫn còn ở mức trung bình. tuy là 1 tập đoàn lớn nhưng chưa có định hướng làm sản phẩm bán giải pháp.,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
IT xử lý các vấn đề khá tốt nhưng điểm trừ là phản hồi rất chậm,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Công ty không khuyến khích OT. Nếu bắt buộc thì vẫn được trả công OT theo quy định - Môi trường làm việc tuy trẻ nhưng chưa năng động, khuyến khích sáng tạo. Vì làm mảng outsource nên mặc dù cty không khuyến khích nhưng hay bị khách hàng ép tiến độ dẫn đến phải OT. Lương bổng so với mặt bằng chung vẫn ở mức dưới một chút, cần cải thiện thêm. bây giờ đã siết thời gian ra vào cty nên không còn được như trước nữa. Estimation chưa tốt dẫn đến OT nhiều",0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
"hợp đồng bảo hiểm rõ ràng, hợp lý.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Được cấp laptop, Ipad, được hỗ trợ ăn trưa và ăn tối nếu có OT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0
"dự án có nhiều công nghệ mới, kỹ thuật và kiến thức hay, đáng học hỏi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Công việc ổn áp - Đồng nghiệp dễ thương,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
"chạy chỉ tiêu suốt, riết thấy cái OKR và KPI thành mấy trò hề ở Fsoft và FTel",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"mọi thứ ở đây đều tốt, tôi hài lòng với nơi này",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0
"Văn phòng rộng rãi, các chị admin thân thiện, không khí làm việc thoải mái",0.0,0.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Xét tăng lương trải qua quá nhiều quy trình lòng vòng không thực sự cần thiết.,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Văn phòng lớn, vip. nhiều tiện nghi. Cơ hội phát triển ko thiếu nếu biết quan hệ và thể hiện đc khả năng",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
"các sếp khá tâm lý và tạo cho nhân viên không khí thoải mái khi làm việc, cũng rất linh hoạt cho nghỉ nếu dự án họp vào những khung giờ nhạy cảm",0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
"quy trình công việc rõ ràng, logic, hợp lý",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
"họp gì họp lắm, làm thì đéo làm",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
đồng ý rằng ở một tập đoàn lớn như vầy thì phải đặt lợi ích tập thể lên trên cái tôi cá nhân! nhưng thiết nghĩ nên linh hoạt trong những trường hợp khác nhau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
"Có phòng tập gym, hồ bơi, spa và khu ăn trưa cao cấp, Lương ko cao lắm nếu so với mặt bằng chung. Dự án OT nhiều quá, làm ngày làm đêm mà không được duyệt nghỉ phép, cần phải cải thiện thêm về việc estimate time trong công việc. mệt mỏi vl",0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
"đồng nghiệp khá vui tính, công việc phù hợp, hiếm khi phải tăng ca, được học nhiều kiến thức rất bổ ích cho dự án. trang thiết bị và máy móc khá hiện đại",0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0
ăn chặn tiền bhyt và trốn thuế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Môi trường thoải mái, nhân viên trong phòng thân thiện vui vẻ. Hầu như nhân viên không phải OT, chỉ lâu lâu có 1 số việc hỗ trợ ngoài giờ nhưng sẽ được nhập KPI.",0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
BUL làm việc vô trách nhiệm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUL thân thiện,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"thỉnh thoảng hệ thống tính quẹt thẻ ra vào bị sai làm trừ oan giờ làm việc, chán bọn IT",0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vài PM và leader của bọn IT trong FHM hãm loz thiệt sự,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"nhà ăn nấu ngon á, đồ ăn đa dạng phong phú",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTC làm ăn lâu lắc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"Môi trường làm việc thoải mái, vui vẻ, trẻ trung (về mặt dev). Quy trình làm việc cẩn trọng, rõ ràng, giúp các bạn mới nhanh nắm bắt quy củ đặc biệt với các dự án đòi hỏi yêu cầu cao, khách hàng khó tính.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
lương ở đây cao lắm,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
